room_type,host_acceptance_rate,price,availability_365,review_scores_rating,review_scores_cleanliness,review_scores_communication,number_of_reviews
1,1.00,73.00,138.00,4.81,4.97,4.85,106
1,0.95,97.00,72.00,4.92,4.94,4.94,100
1,1.00,76.00,36.00,4.94,4.93,4.97,157
1,1.00,189.00,188.00,4.99,4.97,5,143
1,1.00,158.00,8.00,4.74,4.71,4.94,234
1,1.00,140.00,79.00,4.98,4.98,5,64
1,0.91,338.00,0.00,4.71,4.71,5,7
1,0.91,338.00,0.00,4.82,5,4.71,28
3,0.91,309.00,84.00,4.33,4.33,4.67,3
3,0.91,309.00,98.00,4.75,4.75,5,4
1,1.00,75.00,189.00,4.79,4.69,4.95,42
1,0.98,172.00,154.00,4.91,4.98,4.96,82
1,0.86,85.00,35.00,4.89,4.98,4.98,92
1,1.00,225.00,0.00,4.95,4.99,4.95,122
1,1.00,83.00,23.00,4.88,4.94,4.98,66
1,1.00,148.00,308.00,4.94,4.95,4.98,191
1,0.99,176.00,130.00,4.9,4.93,4.93,422
1,0.83,399.00,278.00,4.91,4.91,5,11
2,1.00,67.00,35.00,4.92,4.92,5,53
1,1.00,299.00,0.00,4.96,4.99,4.97,74
1,0.96,225.00,146.00,4.9,4.95,4.97,262
1,1.00,200.00,326.00,4.75,4.85,4.89,151
1,0.91,578.00,167.00,4.84,4.63,4.92,50
1,0.98,509.00,256.00,4.89,4.83,4.89,18
1,0.98,653.00,186.00,4.71,4.5,4.93,14
1,0.99,297.00,317.00,4.95,4.91,4.98,58
1,0.99,259.00,184.00,4.97,4.97,4.98,138
1,0.93,158.00,149.00,4.9,4.93,4.96,162
1,1.00,115.00,143.00,4.97,4.97,4.96,227
1,0.99,139.00,331.00,4.75,4.88,4.9,279
2,0.98,229.00,171.00,5,5,4.92,12
1,1.00,482.00,229.00,4.93,4.89,4.94,94
1,0.98,509.00,231.00,4.74,4.78,4.83,23
1,1.00,124.00,92.00,4.92,4.8,4.97,569
2,1.00,70.00,105.00,4.8,4.94,4.96,51
2,0.92,65.00,19.00,4.88,4.88,4.94,72
1,0.98,148.00,58.00,4.8,4.94,4.94,101
1,1.00,179.00,154.00,4.89,4.99,4.98,217
1,1.00,162.00,317.00,4.9,4.82,4.92,404
1,1.00,350.00,346.00,4.94,4.56,4.94,16
1,0.40,179.00,0.00,4.93,4.86,4.86,14
1,1.00,193.00,264.00,4.92,4.8,4.96,137
1,1.00,75.00,90.00,4.81,4.84,4.91,43
1,1.00,125.00,133.00,5,5,5,6
2,1.00,480.00,7.00,4.4,4.2,4.6,7
1,0.98,151.00,256.00,4.78,4.86,4.78,305
1,1.00,177.00,143.00,4.97,4.95,4.98,67
2,0.96,146.00,245.00,4.98,5,4.99,123
2,0.00,21.00,353.00,5,5,5,0
1,1.00,175.00,111.00,5,5,5,73
2,0.99,95.00,187.00,4.27,4.31,4.66,258
1,0.89,235.00,230.00,4.41,4.8,4.27,44
1,1.00,240.00,57.00,4.92,4.9,4.92,224
2,0.98,238.00,169.00,4.77,4.69,4.77,26
1,0.98,250.00,0.00,4.85,4.9,5,20
1,1.00,90.00,144.00,4.97,5,4.97,173
1,0.90,75.00,16.00,4.92,4.97,4.96,122
1,0.50,85.00,277.00,5,5,5,12
1,0.50,78.00,3.00,4.9,4.95,4.98,125
1,0.99,164.00,113.00,4.92,4.94,4.95,293
1,0.95,369.00,150.00,4.89,4.72,4.97,215
1,0.98,504.00,0.00,5,5,5,1
1,0.98,338.00,0.00,4,5,4,2
1,0.98,80.00,84.00,4.08,3.75,4.58,12
4,0.99,51.00,188.00,4.39,4.36,4.73,152
2,0.99,218.00,6.00,4,3.67,5,3
1,0.99,264.00,2.00,4.11,4.53,4.21,19
1,0.99,118.00,342.00,4.54,4.85,4.88,280
2,0.55,67.00,0.00,0,4.83,5,2
1,0.55,360.00,0.00,5,4.83,5,6
1,0.96,179.00,122.00,5,4.92,5,76
1,0.96,129.00,170.00,4.73,4.88,4.94,83
1,0.55,320.00,318.00,5,5,5,11
1,1.00,188.00,159.00,5,5,5,34
1,0.00,186.00,0.00,4.8,4.65,4.8,20
1,1.00,157.00,154.00,4.98,4.99,4.99,255
1,1.00,99.00,11.00,4.9,4.92,4.95,208
1,0.99,399.00,269.00,4.93,5,5,14
1,0.90,140.00,265.00,4.9,4.79,5,30
1,1.00,185.00,1.00,4.95,4.92,5,132
1,0.70,210.00,88.00,5,5,5,7
1,1.00,124.00,84.00,4.49,4.49,4.86,63
2,0.99,82.00,63.00,4.8,4.75,4.91,44
2,0.99,95.00,0.00,4.79,4.71,4.9,112
1,0.96,306.00,348.00,4.97,5,5,78
1,0.88,179.00,361.00,4.91,4.94,4.96,216
1,0.75,130.00,128.00,4.82,4.93,4.98,101
1,0.68,199.00,114.00,4.9,4.84,5,50
1,0.98,106.00,340.00,4.6,4.78,4.63,68
1,0.75,188.00,365.00,4.75,4.93,4.71,0
2,0.98,138.00,20.00,4.75,4.93,4.71,99
2,0.89,109.00,169.00,4.74,4.89,4.91,53
1,0.97,231.00,343.00,4.82,4.81,4.91,274
1,0.94,250.00,88.00,4.79,4.92,4.92,48
1,0.98,150.00,130.00,4.97,4.9,4.99,151
2,1.00,79.00,72.00,4.85,4.97,4.93,73
2,1.00,100.00,0.00,4.82,4.91,4.9,163
1,1.00,219.00,313.00,4.94,4.96,4.96,114
1,0.92,132.00,62.00,4.95,4.99,4.97,171
1,0.86,115.00,144.00,5,4.98,5,45
1,1.00,168.00,355.00,4.73,4.7,4.96,171
1,0.94,413.00,9.00,4.98,4.93,4.98,41
1,0.94,250.00,7.00,4.96,4.91,5,70
1,0.97,60.00,0.00,4.79,4.93,4.98,43
1,0.97,125.00,248.00,4.73,4.83,4.93,137
1,1.00,135.00,22.00,4.94,4.98,4.99,130
1,0.91,98.00,50.00,4.91,4.96,4.97,117
1,0.98,188.00,174.00,4.87,4.87,4.98,117
1,1.00,350.00,68.00,5,4.91,5,11
1,0.86,276.00,276.00,4.94,4.9,4.96,49
1,0.98,110.00,46.00,4.9,4.98,4.98,344
1,0.99,500.00,92.00,4.98,5,5,60
1,1.00,91.00,0.00,4.81,4.85,4.96,176
1,0.98,200.00,0.00,5,5,4,0
1,0.98,150.00,0.00,5,5,4,1
1,0.98,200.00,347.00,4,4,4,0
1,0.98,120.00,86.00,4,4,4,1
1,0.99,371.00,270.00,4.96,4.86,4.96,167
1,0.99,74.00,36.00,4.58,4.72,4.85,178
1,0.99,84.00,55.00,4.41,4.3,4.87,154
1,1.00,175.00,89.00,4.58,4.67,4.89,57
1,0.93,93.00,85.00,4.72,4.89,4.89,73
1,1.00,109.00,39.00,4.89,4.91,4.97,177
1,1.00,94.00,27.00,4.79,4.84,4.86,343
1,1.00,183.00,160.00,4.92,4.88,4.94,436
2,0.36,89.00,251.00,4.86,4.89,4.97,36
1,0.98,200.00,76.00,4.95,4.91,4.95,105
1,0.97,115.00,17.00,4.91,4.95,4.98,601
1,0.50,128.00,0.00,4.46,4.51,4.74,39
2,0.99,64.00,0.00,4.82,4.76,4.79,38
1,0.99,90.00,117.00,4.82,4.8,4.9,50
1,0.99,85.00,61.00,4.98,4.99,5,196
1,0.96,97.00,274.00,5,5,5,1
1,0.99,200.00,0.00,4.98,4.95,5,40
1,0.99,214.00,97.00,4.85,4.94,4.9,235
1,1.00,238.00,302.00,4.96,4.99,4.99,76
2,0.00,158.00,263.00,4.54,4.69,4.96,54
1,0.99,175.00,164.00,4.87,4.89,4.91,305
2,0.99,99.00,64.00,4.85,4.83,4.94,81
1,1.00,125.00,180.00,4.7,4.9,5,10
1,0.94,75.00,101.00,4.65,4.7,4.95,92
1,0.99,85.00,0.00,4.83,4.94,4.94,47
2,0.99,95.00,364.00,4.76,4.74,4.9,324
1,0.96,84.00,93.00,4.87,4.81,4.98,211
1,1.00,99.00,0.00,4.96,4.96,4.97,162
2,0.90,67.00,56.00,4.56,4.44,4.91,43
1,1.00,134.00,346.00,4.85,4.84,4.96,91
2,0.99,59.00,3.00,4.95,4.99,4.99,198
1,0.86,90.00,0.00,4.95,4.96,5,98
1,1.00,101.00,115.00,4.81,4.79,4.94,125
1,0.40,375.00,157.00,4.73,4.73,4.73,11
1,0.99,176.00,163.00,4.69,4.61,4.88,314
1,0.88,300.00,364.00,5,4.83,4.92,13
1,0.88,87.00,89.00,4.72,4.79,4.91,85
1,1.00,100.00,0.00,4.86,4.86,5,7
1,0.97,95.00,119.00,4.87,4.92,4.92,278
1,1.00,150.00,67.00,4.97,4.97,4.97,59
1,1.00,209.00,211.00,4.98,4.98,4.91,119
2,1.00,148.00,0.00,4.95,4.98,5,42
1,1.00,156.00,339.00,4.85,4.93,4.97,205
2,1.00,99.00,358.00,4.9,4.93,4.95,169
1,1.00,104.00,0.00,5,5,5,68
1,0.96,200.00,342.00,5,5,5,57
1,1.00,124.00,116.00,4.67,4.45,4.86,204
1,1.00,300.00,358.00,4.56,4.64,4.93,0
1,1.00,130.00,0.00,4.56,4.64,4.93,46
1,1.00,115.00,42.00,4.93,4.92,4.97,125
1,0.94,200.00,356.00,4.8,4.83,4.79,109
1,0.99,89.00,311.00,4.85,4.85,4.94,587
1,0.94,103.00,344.00,4.92,4.96,4.96,168
1,1.00,140.00,317.00,5,5,5,16
1,1.00,150.00,110.00,4.94,4.94,5,18
1,1.00,64.00,246.00,4.89,4.79,4.84,19
1,0.99,134.00,258.00,4.88,4.89,4.94,235
1,1.00,144.00,364.00,4.85,4.95,4.94,148
1,1.00,195.00,227.00,4.94,4.98,4.99,94
1,0.82,120.00,164.00,4.71,4.64,4.92,194
1,0.99,198.00,165.00,4.9,4.97,4.98,292
1,0.99,157.00,171.00,4.77,4.9,4.96,111
2,1.00,70.00,122.00,4.63,4.73,4.88,300
2,1.00,150.00,53.00,4.89,4.72,4.94,18
1,1.00,199.00,267.00,4.89,4.87,4.88,114
1,1.00,225.00,201.00,4.73,4.75,4.96,158
1,1.00,184.00,0.00,4.96,4.88,4.99,227
2,1.00,95.00,165.00,4.89,4.96,4.99,116
1,1.00,226.00,287.00,4.95,4.97,4.98,497
2,0.91,88.00,255.00,4.68,4.42,4.94,257
1,1.00,66.00,0.00,4.68,4.78,4.85,106
1,1.00,115.00,191.00,4.97,5,4.98,89
2,0.96,63.00,0.00,5,4.83,5,6
1,0.96,930.00,64.00,5,5,5,5
1,0.99,120.00,0.00,4.54,4.71,4.89,28
1,0.99,145.00,38.00,4.59,4.78,4.84,69
1,1.00,100.00,0.00,4.88,4.61,4.88,66
1,1.00,486.00,35.00,4.97,4.92,4.97,127
1,1.00,208.00,192.00,4.9,4.79,4.91,96
1,0.85,132.00,118.00,4.87,4.83,4.97,30
1,0.96,65.00,85.00,4.53,4.8,4.73,15
1,0.00,175.00,48.00,5,4.5,5,2
1,1.00,110.00,172.00,4.93,4.87,4.98,45
1,0.91,275.00,175.00,4.42,4.52,4.58,31
1,0.98,166.00,76.00,4.88,4.87,4.91,68
2,0.60,75.00,338.00,4.87,4.97,4.92,0
1,0.99,129.00,55.00,4.87,4.97,4.92,363
2,0.90,68.00,19.00,4.56,4.26,4.78,77
1,1.00,120.00,91.00,4.9,4.91,4.94,70
1,0.95,95.00,108.00,4.8,4.87,4.91,217
1,1.00,125.00,0.00,4.96,4.93,5,72
2,1.00,89.00,0.00,4.9,4.97,4.99,77
1,1.00,130.00,214.00,4.98,4.98,5,43
1,1.00,207.00,300.00,4.86,4.78,4.91,76
1,0.90,98.00,181.00,4.99,4.99,5,141
1,0.97,100.00,86.00,4.95,4.96,4.96,56
1,0.00,139.00,0.00,4.91,5,5,0
1,0.81,128.00,141.00,4.91,5,5,11
2,0.60,57.00,362.00,5,5,5,0
2,0.60,75.00,361.00,5,5,5,1
1,1.00,469.00,0.00,4.95,4.86,4.91,111
1,0.94,105.00,45.00,4.8,4.89,4.92,180
1,1.00,257.00,270.00,4.93,4.93,5,96
1,1.00,159.00,50.00,4.75,4.84,4.97,32
2,1.00,290.00,89.00,4.8,4.8,4.4,5
1,1.00,111.00,89.00,4.86,4.9,4.93,202
1,1.00,195.00,176.00,4.92,5,5,13
1,1.00,125.00,68.00,4.93,4.99,4.95,170
1,0.00,82.00,0.00,4.71,4.71,5,7
1,0.94,352.00,263.00,4.94,4.92,4.96,159
1,0.98,279.00,275.00,4.71,4.79,5,15
1,0.84,149.00,0.00,4.96,5,5,55
1,0.89,80.00,250.00,4.76,4.74,4.89,70
1,1.00,217.00,339.00,4.96,5,5,155
1,1.00,160.00,157.00,4.93,4.96,4.99,149
2,0.00,69.00,179.00,4.67,5,5,3
2,0.96,60.00,249.00,5,4.96,5,25
1,1.00,120.00,253.00,4.58,4.76,4.82,38
1,1.00,94.00,73.00,4.91,4.92,4.92,95
1,0.97,137.00,225.00,4.91,4.95,4.97,147
1,0.97,127.00,342.00,4.95,4.96,4.96,110
1,0.96,120.00,0.00,4.84,4.84,4.95,62
1,1.00,165.00,139.00,4.88,4.93,4.93,137
1,0.97,62.00,173.00,4.73,4.82,4.91,0
1,0.97,100.00,130.00,4.73,4.82,4.91,85
1,0.99,199.00,0.00,4.21,4.43,4.54,28
1,0.99,200.00,113.00,5,4.85,5,0
1,0.93,80.00,24.00,5,4.85,5,13
1,1.00,85.00,0.00,4.63,4.64,4.84,0
1,1.00,82.00,18.00,4.63,4.64,4.84,302
1,0.92,157.00,89.00,4.96,4.96,5,50
1,0.99,85.00,0.00,4.92,4.89,4.97,0
1,0.99,110.00,18.00,4.92,4.89,4.97,0
1,0.99,196.00,135.00,4.92,4.89,4.97,218
1,1.00,125.00,356.00,4.88,4.98,4.85,81
2,0.95,135.00,84.00,4.92,4.77,4.92,13
1,0.95,148.00,304.00,4.91,4.92,4.9,176
2,1.00,120.00,50.00,4.94,4.87,5,31
1,0.99,143.00,120.00,4.97,4.98,4.95,214
1,0.94,160.00,235.00,4.99,5,5,88
1,0.99,125.00,358.00,4.8,4.87,4.86,69
1,1.00,130.00,0.00,4.95,4.98,4.95,58
1,1.00,193.00,229.00,4.97,4.96,5,67
1,1.00,250.00,358.00,5,4.78,4.89,10
1,1.00,120.00,119.00,5,4.93,5,43
1,0.98,206.00,215.00,4.98,5,4.99,144
1,0.33,149.00,259.00,4.85,4.75,4.88,40
1,0.98,197.00,157.00,4.85,4.83,4.9,116
1,1.00,229.00,0.00,4.92,4.93,4.99,74
3,1.00,185.00,0.00,4.94,5,5,63
1,0.95,146.00,68.00,4.87,4.95,4.92,246
1,0.98,100.00,211.00,4.96,4.93,4.99,84
1,1.00,450.00,281.00,5,4,5,1
1,1.00,125.00,0.00,4.97,4.97,5,69
1,1.00,189.00,277.00,4.78,4.8,4.92,102
1,0.00,150.00,357.00,5,5,4.86,0
1,1.00,30.00,1.00,5,5,4.86,7
2,0.68,99.00,0.00,5,4.89,4.93,28
1,0.94,306.00,237.00,4.83,4.96,4.92,24
1,1.00,197.00,353.00,5,4.67,4.83,6
1,0.99,181.00,328.00,4.81,4.85,4.86,178
1,0.99,192.00,358.00,4.84,4.88,4.87,201
1,0.99,180.00,360.00,4.84,4.83,4.89,151
1,0.99,175.00,353.00,4.76,4.86,4.9,258
1,0.94,135.00,256.00,4.94,4.93,4.98,120
1,1.00,89.00,0.00,4.99,4.99,4.99,118
1,1.00,239.00,149.00,4.96,4.94,4.87,105
2,1.00,158.00,94.00,5,5,4.9,10
1,0.50,129.00,0.00,4.93,4.9,4.93,91
1,0.81,310.00,0.00,5,4.83,4.67,6
1,0.81,150.00,0.00,4.96,4.79,4.91,71
1,0.75,161.00,139.00,4.77,4.98,4.96,56
1,1.00,99.00,0.00,4.9,4.96,4.99,135
1,1.00,70.00,0.00,4.87,4.95,4.98,157
1,1.00,82.00,53.00,4.86,4.86,4.93,58
1,0.89,244.00,206.00,4.83,5,4.83,6
1,1.00,360.00,285.00,4.96,4.89,4.98,112
1,0.99,177.00,360.00,4.78,4.89,4.8,167
1,0.99,395.00,322.00,4.97,4.98,4.97,137
1,0.79,400.00,30.00,4.84,4.84,5,19
2,1.00,188.00,99.00,4.89,5,4.78,18
1,0.98,151.00,128.00,4.81,4.84,4.84,258
1,1.00,229.00,81.00,4.75,3.75,5,4
1,1.00,415.00,306.00,4.73,4.59,4.89,37
3,0.89,279.00,302.00,4.96,4.97,4.94,141
1,0.98,326.00,273.00,4.99,4.91,5,122
2,0.89,289.00,308.00,4.96,4.97,4.97,70
1,0.00,499.00,140.00,5,4.88,5,26
1,1.00,65.00,0.00,4.77,4.94,4.98,47
1,1.00,200.00,106.00,5,5,5,1
2,0.98,262.00,30.00,4.97,4.97,5,261
1,0.96,263.00,305.00,4.7,5,5,10
1,0.97,105.00,230.00,4.97,4.97,4.95,125
1,0.50,130.00,28.00,5,4,5,2
1,0.94,330.00,176.00,4.85,4.82,4.91,33
1,0.94,328.00,242.00,4.6,4.85,4.9,20
1,0.94,405.00,115.00,4.86,4.95,4.95,45
1,0.94,361.00,159.00,4.67,4.82,4.87,39
1,0.99,250.00,224.00,4.85,4.88,4.91,116
1,0.98,180.00,155.00,4.84,4.87,4.86,116
2,0.96,92.00,0.00,4.98,4.98,4.96,0
2,0.96,165.00,177.00,4.98,4.98,4.96,0
1,1.00,184.00,228.00,4.98,4.98,4.96,50
1,1.00,95.00,211.00,4.96,4.92,4.96,51
1,0.99,144.00,352.00,4.94,4.95,4.94,95
1,0.96,174.00,244.00,4.97,4.92,4.99,141
1,0.96,338.00,2.00,4.67,5,5,3
1,0.96,338.00,0.00,5,5,5,2
1,0.96,338.00,1.00,5,4.67,4.83,6
1,0.96,263.00,302.00,4.95,5,5,22
1,1.00,163.00,118.00,4.94,4.96,4.98,156
1,1.00,143.00,149.00,4.99,5,4.99,84
1,1.00,250.00,345.00,4.76,4.81,4.83,134
1,0.98,371.00,22.00,4.9,4.97,5,31
1,0.99,171.00,71.00,4.86,4.87,4.91,175
1,0.98,122.00,151.00,4.81,4.93,4.87,173
1,1.00,83.00,260.00,4.86,4.57,4.86,7
1,1.00,236.00,161.00,4.94,5,4.96,48
1,0.99,193.00,248.00,4.79,4.87,4.92,281
1,0.98,254.00,167.00,4.86,4.91,4.85,205
1,1.00,145.00,265.00,5,4.91,5,12
2,0.90,165.00,338.00,4.96,5,4.96,45
2,0.90,145.00,345.00,4.93,5,4.96,76
1,0.98,165.00,163.00,4.76,4.89,4.93,135
1,1.00,103.00,130.00,4.9,4.92,4.95,88
1,0.97,96.00,77.00,4.86,4.9,4.89,90
2,0.81,80.00,81.00,4.94,4.74,4.97,34
2,0.00,65.00,66.00,5,5,5,1
1,1.00,100.00,89.00,4.88,4.88,5,25
2,0.60,50.00,0.00,4.91,4.91,4.91,0
1,0.60,120.00,136.00,4.91,4.91,4.91,11
1,1.00,300.00,3.00,4.8,4.8,5,15
1,1.00,179.00,277.00,4.69,4.74,4.77,88
1,0.99,185.00,110.00,4.61,4.6,4.86,132
1,0.99,204.00,344.00,4.76,4.86,4.87,237
1,0.99,150.00,265.00,3,5,3,0
1,0.99,178.00,61.00,3,5,3,1
1,1.00,100.00,241.00,5,5,5,52
1,0.89,275.00,5.00,4.5,4.94,4.88,17
1,1.00,120.00,242.00,5,5,5,8
1,0.97,125.00,280.00,4.85,4.93,4.86,198
1,1.00,201.00,275.00,4.83,4.75,4.95,151
1,0.88,85.00,72.00,4.82,4.84,4.93,57
1,0.63,120.00,297.00,4.41,4.29,4.41,17
1,0.99,150.00,346.00,5,4,5,1
1,1.00,300.00,1.00,4.72,4.78,4.86,0
1,0.99,215.00,229.00,4.72,4.78,4.86,76
1,0.95,131.00,55.00,4.83,4.93,4.94,245
1,0.93,151.00,68.00,4.94,4.96,4.99,160
1,1.00,226.00,307.00,4.99,4.99,5,145
1,1.00,317.00,269.00,4.91,4.83,4.95,149
1,1.00,279.00,304.00,4.76,4.75,4.94,159
1,0.99,250.00,207.00,4.87,4.91,4.89,103
1,0.99,160.00,204.00,4.84,4.85,4.81,89
1,1.00,207.00,341.00,4.65,4.39,4.91,95
1,1.00,133.00,46.00,4.75,4.79,4.85,130
1,1.00,1795.00,82.00,5,4.96,5,27
1,0.99,188.00,196.00,4.99,4.98,5,178
1,0.97,185.00,0.00,4.97,4.97,5,37
1,0.97,214.00,351.00,4.91,4.94,4.94,231
1,0.98,110.00,148.00,4.91,4.97,4.97,97
1,1.00,395.00,305.00,5,4.96,5,23
2,0.60,75.00,360.00,4.64,4.45,4.91,0
1,1.00,120.00,38.00,4.64,4.45,4.91,11
1,1.00,93.00,128.00,4.93,4.96,4.98,261
1,1.00,164.00,118.00,4.81,4.83,4.89,195
1,1.00,68.00,332.00,4.85,4.92,4.98,62
1,0.98,95.00,13.00,4.68,4.47,4.95,20
1,1.00,97.00,0.00,4.82,4.91,4.99,126
1,0.96,250.00,144.00,4.82,4.82,5,22
1,1.00,195.00,167.00,4.99,4.99,4.98,122
1,1.00,131.00,124.00,4.79,4.91,4.98,139
2,1.00,88.00,362.00,4.64,4.51,4.75,99
1,0.98,92.00,0.00,4.69,4.69,4.99,68
1,0.98,91.00,163.00,4.81,4.96,4.97,75
1,1.00,295.00,169.00,4.99,4.99,5,74
2,0.99,85.00,82.00,4.56,4.61,4.83,90
1,1.00,150.00,213.00,4.98,4.98,4.98,287
1,0.98,269.00,306.00,4.92,4.93,4.97,116
1,1.00,125.00,337.00,4.76,4.63,4.82,210
1,0.96,104.00,45.00,4.99,5,5,89
1,0.96,118.00,230.00,4.81,4.82,4.89,228
1,0.99,150.00,0.00,5,5,5,4
1,0.99,103.00,355.00,4.89,4.95,4.95,246
1,1.00,159.00,0.00,4.97,5,5,34
1,1.00,218.00,73.00,4.95,5,4.97,60
1,0.91,450.00,173.00,5,4.85,4.85,28
2,0.75,98.00,148.00,5,5,5,15
1,1.00,150.00,0.00,5,5,5,0
1,1.00,120.00,152.00,5,5,5,4
1,0.83,158.00,351.00,4.73,4.85,4.85,94
2,0.97,50.00,4.00,4.57,4.04,4.78,94
1,1.00,130.00,336.00,5,5,5,110
1,0.94,350.00,321.00,4.89,4.81,4.99,98
1,1.00,129.00,8.00,4.81,4.78,4.94,231
1,1.00,131.00,75.00,4.84,4.89,4.88,205
1,1.00,94.00,145.00,4.59,4.75,4.83,111
1,0.65,255.00,263.00,5,4.88,5,8
1,0.73,145.00,155.00,4.89,4.76,5,38
2,1.00,125.00,0.00,5,5,5,7
1,1.00,188.00,133.00,4.78,4.86,4.85,197
1,1.00,202.00,116.00,4.93,4.9,4.98,40
1,1.00,190.00,362.00,4.93,4.88,4.88,41
2,1.00,96.00,42.00,4.93,4.89,4.96,45
1,0.99,558.00,321.00,4.6,4.67,4.6,15
1,0.99,550.00,207.00,5,5,5,1
2,1.00,120.00,283.00,4.86,4.96,4.98,203
1,0.98,140.00,135.00,4.99,4.99,5,147
1,0.74,150.00,8.00,4.71,4.65,4.65,17
1,0.98,279.00,358.00,4.82,4.63,4.94,49
1,0.96,275.00,2.00,5,4.92,4.97,37
1,0.96,125.00,144.00,4.87,4.94,4.95,77
1,0.67,300.00,87.00,5,5,5,16
1,0.99,302.00,317.00,4.93,4.93,4.91,83
2,0.99,58.00,2.00,4.99,4.99,4.99,179
1,1.00,205.00,340.00,4.88,4.8,4.97,209
1,0.70,450.00,195.00,4.92,5,5,12
1,1.00,1000.00,298.00,4.99,4.95,4.97,104
2,0.98,66.00,355.00,4.92,4.85,4.92,13
1,1.00,126.00,63.00,4.92,4.92,5,108
1,1.00,135.00,108.00,4.94,4.92,4.97,64
1,0.99,125.00,82.00,4.77,4.75,4.88,379
1,0.00,130.00,179.00,5,5,5,1
1,1.00,215.00,290.00,4.95,4.95,4.97,199
1,0.93,350.00,329.00,4.85,4.92,4.96,48
1,1.00,350.00,87.00,4.75,4.75,5,5
1,1.00,84.00,20.00,4.91,4.95,4.96,127
1,0.90,221.00,52.00,4.92,4.96,4.88,24
1,0.99,129.00,163.00,4.76,4.85,4.88,300
1,0.99,129.00,157.00,4.79,4.79,4.88,285
2,1.00,254.00,257.00,5,5,5,6
1,0.99,250.00,226.00,4.89,4.91,4.81,70
1,1.00,589.00,307.00,4.81,4.9,4.9,69
1,1.00,120.00,119.00,5,5,5,66
1,0.50,170.00,229.00,4.92,4.89,5,37
1,0.99,379.00,89.00,4.86,4.94,4.92,114
1,0.99,161.00,72.00,4.94,4.97,4.98,157
1,0.90,250.00,0.00,5,4.83,4.94,18
1,1.00,140.00,79.00,5,5,4.89,27
1,0.91,86.00,65.00,4.98,4.98,5,88
2,1.00,208.00,349.00,4.83,5,4.67,6
2,0.99,98.00,0.00,4.95,4.94,4.97,0
1,0.99,250.00,225.00,4.95,4.94,4.97,197
2,1.00,214.00,167.00,5,5,5,7
1,0.99,100.00,245.00,4.87,4.76,4.89,85
1,1.00,208.00,283.00,4.74,4.67,4.93,147
1,1.00,219.00,277.00,4.74,4.73,4.88,97
1,1.00,215.00,315.00,4.77,4.76,4.95,66
2,1.00,198.00,264.00,4.71,4.71,4.71,7
1,1.00,450.00,264.00,4.67,5,5,3
1,1.00,250.00,349.00,4.81,4.88,4.96,26
1,0.96,135.00,0.00,4.95,5,4.92,40
1,0.91,148.00,174.00,4.93,4.98,4.96,46
1,1.00,243.00,0.00,4.88,4.94,5,17
1,1.00,110.00,168.00,4.78,5,5,9
1,0.80,60.00,114.00,5,4.95,5,21
1,1.00,400.00,0.00,3.67,3.67,3.67,3
2,1.00,142.00,355.00,4.54,4.58,4.68,79
1,1.00,450.00,169.00,5,5,5,4
1,0.95,95.00,156.00,4.88,4.96,5,48
1,1.00,119.00,102.00,4.95,4.91,4.98,218
1,0.99,220.00,291.00,4.96,4.94,4.96,331
1,0.91,130.00,59.00,4.83,4.74,4.97,69
1,1.00,149.00,0.00,4.89,4.88,4.89,65
2,0.70,115.00,107.00,5,5,5,16
1,0.92,200.00,95.00,5,5,5,4
1,0.95,249.00,237.00,4.5,4.25,4.5,4
2,0.95,278.00,304.00,5,5,5,2
2,0.95,286.00,308.00,5,4.5,5,2
2,0.95,285.00,300.00,4.5,5,5,2
2,0.95,243.00,306.00,5,5,5,0
2,0.95,262.00,299.00,5,5,5,1
2,0.95,260.00,259.00,5,4.75,5,4
1,1.00,151.00,161.00,4.96,4.91,4.98,121
1,0.95,99.00,274.00,4.98,4.99,5,120
1,0.95,321.00,0.00,4.94,4.91,4.95,119
2,1.00,60.00,140.00,4.8,4.6,5,5
1,1.00,250.00,357.00,4.63,4.66,4.77,113
2,1.00,182.00,355.00,4.55,4.7,4.61,67
1,1.00,100.00,213.00,4.76,4.57,4.77,222
1,1.00,120.00,144.00,4.82,4.93,4.96,174
2,0.99,125.00,356.00,4.71,4.63,4.91,76
1,1.00,95.00,187.00,4.85,4.77,4.98,97
1,1.00,204.00,338.00,4.89,4.94,4.96,199
1,0.98,264.00,194.00,4.94,4.95,4.96,137
1,0.99,441.00,146.00,4.73,4.45,4.64,12
1,0.99,207.00,150.00,4.64,4.44,4.64,36
1,1.00,129.00,70.00,4.94,4.99,4.95,97
1,0.98,116.00,15.00,4.96,4.98,4.98,90
1,1.00,119.00,351.00,4.93,4.92,4.94,152
1,1.00,125.00,294.00,4.98,4.98,5,63
1,1.00,112.00,302.00,4.97,4.99,5,0
1,1.00,186.00,129.00,4.97,4.99,5,76
2,0.00,100.00,110.00,4.94,5,5,17
1,1.00,400.00,230.00,4.96,4.86,4.97,175
1,1.00,229.00,175.00,5,4.5,5,0
1,1.00,70.00,234.00,5,4.5,5,2
1,0.95,95.00,68.00,4.83,4.89,4.93,46
2,1.00,128.00,334.00,4.53,4.49,4.61,72
1,0.00,170.00,187.00,5,5,5,1
1,0.77,425.00,354.00,4.61,4.69,4.93,61
1,1.00,329.00,141.00,4.94,4.84,5,31
1,0.99,503.00,157.00,4.82,4.86,4.85,132
